site           roi   direction          sf
14.0          88.0       330.0      2.8312
14.0          89.0       330.0      2.7026
14.0          90.0         0.0      3.8593
14.0          91.0       210.0      2.6202
14.0          92.0       180.0      2.9202
14.0          93.0         0.0      4.1059
14.0          94.0       180.0      3.4095
14.0          95.0       330.0      3.0121
14.0          96.0       330.0      2.6202
14.0          97.0       180.0      2.6202
14.0          98.0       180.0      2.6611
14.0          99.0       180.0      2.7026
14.0         100.0         0.0      3.7415
14.0         101.0       150.0      4.3012
14.0         102.0       330.0      2.8312
14.0         103.0       330.0      2.6611
14.0         104.0       330.0      2.8754
14.0         105.0       330.0      5.0218
14.0         106.0       120.0      1.6721
14.0         107.0       180.0      2.5403
14.0         108.0       150.0      5.2607
14.0         109.0       210.0      1.9826
14.0         110.0        30.0      2.6202
14.0         111.0       180.0      3.2547
14.0         112.0       330.0      3.0591
14.0         113.0         0.0      3.4095
14.0         114.0       330.0      2.7026
14.0         115.0         0.0      1.7516
14.0         116.0       210.0      4.3684
14.0         117.0       180.0      5.5969
14.0         118.0       210.0      1.7516
14.0         119.0         0.0      4.4366
14.0         120.0         0.0      5.9547
14.0         121.0       210.0      2.4249
14.0         122.0       150.0      3.5716
14.0         123.0       210.0      1.7789
14.0         124.0       180.0      3.9195
14.0         125.0       180.0      2.6611
14.0         126.0       330.0      2.9202
14.0         127.0       150.0      3.7415
14.0         128.0       120.0      4.1059
14.0         129.0       150.0      3.6274
14.0         130.0       180.0      6.3353
14.0         131.0       330.0      3.1554
14.0         132.0       150.0      3.4095
14.0         133.0       330.0      6.7402
14.0         134.0       180.0      3.3055
14.0         135.0       210.0      2.5012
14.0         136.0       210.0      1.9222
14.0         137.0       120.0      2.8312
14.0         138.0       330.0      3.3571
14.0         139.0       210.0      2.6202
14.0         140.0       180.0      2.7876
14.0         141.0       300.0      1.7247
14.0         142.0        60.0      2.7026
14.0         143.0        30.0      2.5799
14.0         144.0        90.0      1.9222
14.0         145.0        30.0      2.5403
14.0         146.0       150.0      3.7999
14.0         147.0       240.0      1.5474
14.0         148.0       150.0      3.7999
14.0         149.0         0.0      5.1798
14.0         150.0        60.0      2.7026
14.0         151.0         0.0      5.6843
14.0         152.0       240.0      1.5002
14.0         153.0       150.0      4.2351
14.0         154.0       120.0      2.7026
14.0         155.0       150.0      3.6274
14.0         156.0        60.0      2.3148
14.0         157.0       120.0      1.4101
14.0         158.0        30.0      3.0591
14.0         159.0       180.0      6.0476
14.0         160.0       270.0      2.1094
14.0         161.0        60.0      2.5799
14.0         162.0         0.0       6.142
14.0         163.0       240.0      3.7415
14.0         164.0       120.0      3.7415
14.0         165.0       120.0      3.6274
14.0         166.0       270.0      1.3461
14.0         167.0       240.0      3.0121
14.0         168.0        90.0      1.5961
14.0         169.0       240.0      2.8754
14.0         170.0       240.0      3.7999
14.0         171.0       270.0       2.077
14.0         172.0        60.0      3.6274
14.0         173.0        60.0      3.5168
14.0         174.0        60.0      2.9202
14.0         175.0         0.0       5.773
14.0         176.0        90.0      3.0121
14.0         177.0       120.0      2.0136
14.0         178.0        60.0      2.7448
14.0         179.0        90.0      2.5012
14.0         180.0       120.0      2.9658
14.0         181.0       240.0      3.2046
14.0         182.0       150.0      5.0218
14.0         183.0       300.0      2.5403
14.0         184.0        60.0      3.3571
14.0         185.0       240.0      3.7999
14.0         186.0       180.0      2.6611
14.0         187.0       240.0      3.3571
14.0         188.0        60.0      3.2046
14.0         189.0       180.0      7.3966
14.0         190.0       120.0      3.0121
14.0         191.0       240.0      3.2046
14.0         192.0        90.0      3.2046
14.0         193.0        90.0      2.5799
14.0         194.0       240.0      3.4095
14.0         195.0       240.0      3.7415
14.0         196.0       240.0      3.5168
14.0         197.0       240.0      4.2351
14.0         198.0       240.0      3.5168
14.0         199.0       270.0      2.8754
14.0         200.0       180.0      2.7448
14.0         201.0       240.0      3.7415
14.0         202.0       120.0      1.9522
14.0         203.0        60.0      3.6274
14.0         204.0       120.0      2.7876
14.0         205.0        60.0      3.0591
14.0         206.0        90.0      3.3055
14.0         207.0       210.0      1.7789
14.0         208.0       330.0      1.9522
14.0         209.0       270.0      2.4628
14.0         210.0        90.0      3.4095
14.0         211.0        90.0      3.4627
14.0         212.0       120.0      2.7448
14.0         213.0       120.0       2.045
14.0         214.0        90.0      2.7876
14.0         215.0       240.0      2.8754
14.0         216.0       180.0      6.8454
14.0         217.0       240.0      4.7938
14.0         218.0       150.0       7.171
14.0         219.0        90.0       3.684
14.0         220.0       240.0      2.9202
14.0         221.0        60.0      3.7999
14.0         222.0        90.0      3.4095
14.0         223.0       270.0       10.24
14.0         224.0       240.0      2.9658
14.0         225.0       180.0      2.7876
14.0         226.0        90.0      3.2046
14.0         227.0       270.0      4.5761
14.0         228.0        90.0      3.5168
14.0         229.0       240.0      3.2547
15.0           0.0       270.0      1.9222
15.0           1.0       300.0      2.3148
15.0           2.0       270.0      2.1094
15.0           3.0         0.0      1.9826
15.0           4.0       150.0      2.5012
15.0           5.0       330.0      2.5403
15.0           6.0         0.0      2.2792
15.0           7.0       120.0      0.9723
15.0           8.0       270.0      1.3671
15.0           9.0       270.0      1.5002
15.0          10.0       300.0      1.9222
15.0          11.0       240.0      1.8635
15.0          12.0       300.0       2.045
15.0          13.0        30.0      2.7448
15.0          14.0       300.0      2.2442
15.0          15.0       300.0      2.0136
15.0          16.0        30.0      2.9202
15.0          17.0       300.0      2.2097
15.0          18.0       210.0      2.9658
15.0          19.0         0.0      1.9826
15.0          20.0       300.0      2.1094
15.0          21.0       180.0       1.067
15.0          22.0       120.0      0.9282
15.0          23.0         0.0      1.8926
15.0          24.0       120.0      0.9574
15.0          25.0        30.0      2.5799
15.0          26.0        30.0      2.9202
15.0          27.0         0.0      2.3509
15.0          28.0       150.0      2.7448
15.0          29.0       210.0      2.7876
15.0          30.0         0.0      2.6202
15.0          31.0       300.0      1.9826
15.0          32.0       330.0      1.5002
15.0          33.0       180.0      4.3684
15.0          34.0       150.0      2.6202
15.0          35.0         0.0      1.9222
15.0          36.0       330.0      2.5012
15.0          37.0       180.0      4.5058
15.0          38.0       180.0      4.6476
15.0          39.0       330.0      2.6611
15.0          40.0         0.0      1.8926
15.0          41.0       180.0      2.2792
15.0          42.0       330.0      2.5012
15.0          43.0         0.0      3.4627
15.0          44.0       330.0      2.6611
15.0          45.0       180.0      2.8312
15.0          46.0         0.0       3.684
15.0          47.0       270.0      1.4101
15.0          48.0       150.0      2.1094
15.0          49.0         0.0      3.1554
15.0          50.0         0.0      2.1094
15.0          51.0       330.0      2.5799
15.0          52.0       150.0      2.5403
15.0          53.0       180.0      2.6611
15.0          54.0       330.0      2.7448
15.0          55.0         0.0      3.2046
15.0          56.0       180.0      3.4095
15.0          57.0       180.0      2.2097
15.0          58.0       150.0      2.7448
15.0          59.0       330.0      2.7876
15.0          60.0       210.0      2.5799
15.0          61.0       330.0      2.7876
15.0          62.0       150.0      2.7026
15.0          63.0       330.0      2.3148
15.0          64.0         0.0      1.9522
15.0          65.0       330.0      3.0591
15.0          66.0       330.0      2.7448
15.0          67.0       330.0      2.6202
15.0          68.0       330.0      2.6611
15.0          69.0         0.0      1.8067
15.0          70.0       180.0      6.4342
15.0          71.0       180.0      2.1423
15.0          72.0       150.0      2.6202
15.0          73.0        30.0      1.6982
15.0          74.0       210.0      2.4628
15.0          75.0       330.0       1.621
15.0          76.0       180.0      2.5799
